firstname,lastname,country,disciplin_id,chance,desc
Vetle,Christiansen,nor,biathlon-individual-men,1,
Martin,Ponsiluoma,swe,biathlon-individual-men,1,
Campbell,Wright,usa,biathlon-individual-men,1,
Fabien,Claude,fra,biathlon-individual-men,1,
Niklas,Hartweg,sui,biathlon-individual-men,1,
Philipp,Nawrath,ger,biathlon-individual-men,1,
Justus,Strelow,ger,biathlon-individual-men,1,
Tommaso,Giacomel,ita,biathlon-sprint-men,4,"The current Sprint World Cup leader. He won the Oberhof sprint (Jan 8, 2026) and was 2nd in Ruhpolding just days ago. His ski speed is currently #1 in the world, and performing in front of his home crowd in Antholz makes him the man to beat."
Sebastian,Samuelsson,swe,biathlon-sprint-men,3,"The winner of the most recent sprint in Ruhpolding (Jan 17, 2026). He is a master of the ""short"" game and thrives in high-altitude conditions. He is high variance only because he sometimes struggles with ""shaky legs"" in the final standing stage."
Eric,Perrot,fra,biathlon-sprint-men,3,"Currently 3rd in the sprint standings. He is the fastest finisher in the field and has finished in the top 6 of every sprint this January. If he shoots 10/10, he will likely win gold."
Quentin,Fillon Maillet,fra,biathlon-sprint-men,1,"The veteran hasn't won a sprint this year, but his experience in Olympic pressure is unmatched. He is currently 4th in the sprint standings."
Johan-Olav,Botn,nor,biathlon-sprint-men,2,"The Yellow Bib holder for much of the season. While he specializes in longer distances, his raw power makes him a threat here. He finished 4th in the Annecy sprint and is looking for his first sprint podium of the year."
Johannes,Dale-Skjevdal,nor,biathlon-sprint-men,2,"Coming off a massive Pursuit win in Ruhpolding (Jan 18). He is arguably the fastest ""pure"" skier in Norway right now. He finished 3rd in the Oberhof sprint and is in the best form of his career."
Sturla Holm,Laegreid,nor,biathlon-sprint-men,2,"While better suited for the 20km, his 95% shooting accuracy in sprints this season (19/20) means he is always waiting to pounce if the ""speedsters"" miss."
Philipp,Nawrath,ger,biathlon-sprint-men,1,A powerhouse who thrives in the heavy snow conditions often found in Antholz. He secured a brilliant 2nd place in the Oberhof sprint and remains a top-10 fixture.
Vetle,Christiansen,nor,biathlon-sprint-men,1,"The winner of the Annecy sprint this season, he is a ""last-loop"" specialist who can snatch a medal with his superior finishing speed even if he's trailing at the final split."
Martin,Ponsiluoma,swe,biathlon-sprint-men,1,A former Sprint World Champion who remains one of the fastest skiers on the tour; he is a podium lock if he manages to keep his standing shooting under control.
Martin,Uldal,nor,biathlon-sprint-men,1,"Currently 5th in the sprint standings. He is the most consistent of the ""New Norwegians"" and has a very high floor, rarely finishing outside the top 10."
Lukas,Hofer,ita,biathlon-sprint-men,1,"The local hero. He finished 8th in Oberhof and knows every centimeter of the Antholz track. A ""fairytale"" bronze in his final Olympics is not out of the question."
Emilien,Jacquelin,fra,biathlon-sprint-men,1,
Martin,Ponsiluoma,swe,biathlon-sprint-men,1,
Campbell,Wright,usa,biathlon-sprint-men,1,
Fabien,Claude,fra,biathlon-sprint-men,1,
Philipp,Horn,ger,biathlon-sprint-men,1,
Tommaso,Giacomel,ita,biathlon-pursuit-men,4,A relentless attacker whose aggressive skiing and rapid-fire shooting style make him the primary gold medal threat on his home tracks.
Eric,Perrot,fra,biathlon-pursuit-men,3,"Possesses the most explosive acceleration in the field, allowing him to close gaps instantly if he can maintain composure during the standing bouts."
Sebastian,Samuelsson,swe,biathlon-pursuit-men,3,"The ultimate tactical ""chess player"" who excels at pacing himself behind leaders before unleashing a powerful, decisive final lap."
Johannes,Dale-Skjevdal,nor,biathlon-pursuit-men,2,"A pure powerhouse whose ""never-say-die"" attitude and high-speed endurance make him the most dangerous closer in a sprint finish."
Johan-Olav,Botn,nor,biathlon-pursuit-men,3,A heavy hitter on the skis who can skyrocket up the leaderboard provided he manages the high-altitude shooting challenges of Antholz.
Martin,Ponsiluoma,swe,biathlon-pursuit-men,2,"When his rhythm is dialed in, he is arguably the fastest man on snow, capable of dominating the pursuit if he avoids the penalty loop."
Quentin,Fillon Maillet,fra,biathlon-pursuit-men,2,"A seasoned pursuit specialist with a legendary ""clutch"" factor, he knows exactly how to navigate the psychological warfare of four shooting stages."
Martin,Uldal,nor,biathlon-pursuit-men,1,A model of consistency and precision who relies on technical excellence to pick off rivals who buckle under the Olympic pressure.
Emilien,Jacquelin,fra,biathlon-pursuit-men,1,"An instinctive and unpredictable racer whose ""all-or-nothing"" shooting speed can either demoralize the field or lead to high-risk errors."
Sturla Holm,Laegreid,nor,biathlon-pursuit-men,2,"The clinical ""surgeon"" of the range; he is the most likely athlete to move from a mid-pack start to a medal through pure 20/20 accuracy."
Fabien,Claude,fra,biathlon-pursuit-men,1,"An incredibly athletic skier who has matured into a reliable relay and pursuit threat, capable of a late-race surge into the top three."
Philipp,Nawrath,ger,biathlon-pursuit-men,1,"A physical giant who thrives on tough, grinding courses where his raw strength can wear down more technical skiers."
Vetle,Christiansen,nor,biathlon-pursuit-men,1,
Fabien,Claude,fra,biathlon-pursuit-men,1,
Campbell,Wright,usa,biathlon-pursuit-men,1,"A brilliant tactical racer with a high ceiling, he is a dark horse who consistently stays in the hunt by making smart moves in the pack."
Philipp,Horn,ger,biathlon-pursuit-men,1,
Tommaso,Giacomel,ita,biathlon-mass-start-men,3,A relentless home-track favorite who combines lightning-fast shooting with the world’s most explosive ski speed to lead the pack.
Eric,Perrot,fra,biathlon-mass-start-men,4,"A physical powerhouse capable of breaking the field on the steep climbs, he is a gold medal threat whenever he manages his aggressive shooting rhythm."
Vetle,Christiansen,nor,biathlon-mass-start-men,2,"The ultimate ""tactical closer"" who can lurk in the draft all race before devastating his rivals with a clinical final standing stage and a sprint finish."
Johannes,Dale-Skjevdal,nor,biathlon-mass-start-men,3,"Known for his unmatched ""last-loop"" engine, he is the most dangerous athlete to have in a lead group heading into the final kilometers."
Sebastian,Samuelsson,swe,biathlon-mass-start-men,2,"A smart, calculated racer who excels at high altitude and knows exactly when to initiate a decisive break to avoid a crowded sprint finish."
Johan-Olav,Botn,nor,biathlon-mass-start-men,2,"A raw power skier who can absorb the pressure of the pack, he relies on his massive endurance to keep him in contention despite the heavy altitude."
Sturla Holm,Laegreid,nor,biathlon-mass-start-men,3,"The most composed shooter in the field; he is the specialist most likely to stay ""clean"" while the high-speed racers succumb to the tension of the final standing bout."
Justus,Strelow,ger,biathlon-mass-start-men,1,"A master of precision who stays out of trouble in the pack, waiting for a ""shooting war"" to eliminate the favorites so his accuracy can carry him to the podium."
Emilien,Jacquelin,fra,biathlon-mass-start-men,2,"An instinctive and emotional racer who thrives in the head-to-head chaos, capable of a legendary performance if he finds his ""flow"" on the range."
Campbell,Wright,usa,biathlon-mass-start-men,1,"A young, rising star with elite tactical awareness, he is a dark horse who has proven he can stay calm and competitive against the sport's biggest names."
Joscha,Burkhalter,sui,biathlon-mass-start-men,1,A steady Swiss outsider who relies on efficient skiing and clean shooting to climb the rankings when the more aggressive favorites falter.
Lukas,Hofer,ita,biathlon-mass-start-men,1,The local legend fueled by the home crowd; his decades of experience at Antholz make him a sentimental but very real threat for a podium in his final Games.
Martin,Ponsiluoma,swe,biathlon-mass-start-men,1,
Quentin,Fillon Maillet,fra,biathlon-mass-start-men,1,
Martin,Uldal,nor,biathlon-mass-start-men,1,
Philipp,Nawrath,ger,biathlon-mass-start-men,1,
Fabien,Claude,fra,biathlon-mass-start-men,1,
Niklas,Hartweg,sui,biathlon-mass-start-men,1,
Team,Norway - Biathlon Men,nor,biathlon-relay-men,4,
Team,France - Biathlon Men,fra,biathlon-relay-men,4,
Team,Germany - Biathlon Men,ger,biathlon-relay-men,2,
Team,Sweden - Biathlon Men,swe,biathlon-relay-men,3,
Team,Italy - Biathlon Men,ita,biathlon-relay-men,2,
Team,USA - Biathlon Men,usa,biathlon-relay-men,1,
Team,Czech Republic - Biathlon Men,cze,biathlon-relay-men,1,
Laura,Nolte,ger,bobsled-monobob-women,4,"The newly crowned 2025/2026 World Cup overall champion. She won the season opener on this very track in Cortina and has been the most consistent pilot all winter, rarely finishing off the podium."
Bree,Walker,aus,bobsled-monobob-women,3,"The world #2 who had a historic season with three World Cup wins, including a dominant gold in St. Moritz. She is arguably the best pure driver in the field, but her medal hopes depend on her push times staying competitive with the power athletes."
Kaillie,Humphries,usa,bobsled-monobob-women,3,"The defending Olympic Champion. After a slow start to her post-partum comeback season, she won the World Cup finale in Altenberg on January 17. She is the master of peaking for major championships and remains the gold medal benchmark"
Lisa,Buckwitz,ger,bobsled-monobob-women,2,"The 2024 World Champion and overall World Cup winner of the previous two seasons. While she finished 3rd in the standings this year, her explosive push start makes her a threat to lead any race from the first corner."
Katrin,Beierl,aut,bobsled-monobob-women,1,"Coming off a strong 5th place in the Altenberg finale, she has found her rhythm late in the season and excels on technical tracks."
Melissa,Lotholz,can,bobsled-monobob-women,1,"A model of consistency who finished in the top six for six out of seven races this winter, proving she is always ready to capitalize on others' mistakes."
Kaysha,Love,usa,bobsled-monobob-women,2,"The 2024 World Champion who started the season with a win in Innsbruck. She has the fastest start times in the world; if she nails her lines in Cortina, she is a lock for a medal."
Melanie,Hasler,sui,bobsled-monobob-women,1,A remarkably consistent performer who finished on the podium in St. Moritz and was the leader after the first heat in Cortina earlier this year.
Cynthia,Appiah,can,bobsled-monobob-women,1,One of the fastest starters in the world who has struggled with driving consistency this year but secured a season-best 5th in the final World Cup race.
Elena,Meyers Taylor,usa,bobsled-monobob-women,1,The most decorated American bobsledder. She showed rising form this January with a 5th place in Sigulda and remains a threat due to her legendary start power and experience.
,Nolte/Levi,ger,bobsled-2-women,5,"The defending Olympic Champions and current World Cup overall winners. They won four of the seven World Cup races this season, including the finale in Altenberg. Their combination of the world's best driving and Levi’s elite push power makes them the gold medal standard."
,Humphries/Jones,usa,bobsled-2-women,3,"The most decorated pilot in history. Since her return, she has been gaining momentum, finishing the season with a silver in the Altenberg finale (Jan 18, 2026) and 2nd in the overall standings. She is a master of peaking for the Olympics, though a small mistake in Cortina's technical bottom section is her only real risk."
,Kalicki/Fiebig,ger,bobsled-2-women,2,"The 2023 World Champions and 3rd in the 2026 overall standings. They are remarkably consistent, finishing on the podium in almost every race this winter. They are ""high variance"" only because they often finish just fractions of a second behind their teammate Nolte."
,Buckwitz/Lipperheide,ger,bobsled-2-women,2,"The 2024 World Champions. They finished the season with a silver in Winterberg and 4th in the overall standings. Buckwitz is arguably the most powerful pusher among the pilots, often giving her team a massive advantage before the first corner."
,Love/Hoffman,usa,bobsled-2-women,2,"A powerhouse duo that secured a silver in Innsbruck this season. Hoffman is an Olympic bronze medalist brakewoman, and Love is the reigning Monobob World Champion. If they nail their timing at the start, they have the speed to win any race."
,Beierl/Williams,aut,bobsled-2-women,1,Coming off a season-best 5th place in the final World Cup races. They have significantly improved their push times this winter and are a dark horse for a bronze if the favorites falter.
,Hasler/Pasternack,sui,bobsled-2-women,1,The top non-German/American threat. They finished tied for 5th in the Winterberg World Cup and are known for their extremely smooth driving lines. They are consistent podium contenders who thrive on technical tracks like Cortina.
